surface,router,name,proposedPermission,kind,procedure,authority,module,level,roles,branch,sensitivity,sensitivityWhy,flags,loc
"trpc","digitalCards/dashboardRouter","summary","digitalcards/dashboard.digital_cards/dashboard.view","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/dashboardRouter.ts:27"
"trpc","digitalCards/dashboardRouter","topOfferings","digitalcards/dashboard.digital_cards/dashboard.top_offerings","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/dashboardRouter.ts:51"
"trpc","digitalCards/offeringsRouter","create","digitalcards/offerings.digital_cards/offering.create","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/offeringsRouter.ts:45"
"trpc","digitalCards/offeringsRouter","get","digitalcards/offerings.digital_cards/offering.view","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/offeringsRouter.ts:40"
"trpc","digitalCards/offeringsRouter","list","digitalcards/offerings.digital_cards/offering.list","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/offeringsRouter.ts:21"
"trpc","digitalCards/offeringsRouter","reorder","digitalcards/offerings.digital_cards/offering.reorder","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/offeringsRouter.ts:101"
"trpc","digitalCards/offeringsRouter","toggle","digitalcards/offerings.digital_cards/offering.update","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/offeringsRouter.ts:95"
"trpc","digitalCards/offeringsRouter","update","digitalcards/offerings.digital_cards/offering.update","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/offeringsRouter.ts:71"
"trpc","digitalCards/posRouter","confirmCard","digitalcards/pos.digital_cards/po.approve","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","LOW","قراءة","","server/routers/digitalCards/posRouter.ts:26"
"trpc","digitalCards/posRouter","listCards","digitalcards/pos.digital_cards/po.list","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","LOW","قراءة","","server/routers/digitalCards/posRouter.ts:10"
"trpc","digitalCards/posRouter","validateReference","digitalcards/pos.digital_cards/po.validate_reference","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","LOW","قراءة","","server/routers/digitalCards/posRouter.ts:37"
"trpc","digitalCards/pricingRouter","approveBigChange","digitalcards/pricing.digital_cards/pricing.approve","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/digitalCards/pricingRouter.ts:112"
"trpc","digitalCards/pricingRouter","approveMismatch","digitalcards/pricing.digital_cards/pricing.approve","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/digitalCards/pricingRouter.ts:148"
"trpc","digitalCards/pricingRouter","cancelDraft","digitalcards/pricing.digital_cards/pricing.void","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/digitalCards/pricingRouter.ts:105"
"trpc","digitalCards/pricingRouter","copyPrevious","digitalcards/pricing.digital_cards/pricing.copy_previous","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/pricingRouter.ts:72"
"trpc","digitalCards/pricingRouter","getMorningSheet","digitalcards/pricing.digital_cards/pricing.view","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/pricingRouter.ts:53"
"trpc","digitalCards/pricingRouter","mismatchReports","digitalcards/pricing.digital_cards/pricing.mismatch_reports","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/pricingRouter.ts:133"
"trpc","digitalCards/pricingRouter","preview","digitalcards/pricing.digital_cards/pricing.view","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/pricingRouter.ts:59"
"trpc","digitalCards/pricingRouter","publish","digitalcards/pricing.digital_cards/pricing.publish","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/pricingRouter.ts:89"
"trpc","digitalCards/pricingRouter","rejectMismatch","digitalcards/pricing.digital_cards/pricing.reject","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/digitalCards/pricingRouter.ts:161"
"trpc","digitalCards/pricingRouter","reportMismatch","digitalcards/pricing.digital_cards/pricing.view","mutation","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","MEDIUM","كتابة","","server/routers/digitalCards/pricingRouter.ts:119"
"trpc","digitalCards/pricingRouter","saveDraft","digitalcards/pricing.digital_cards/pricing.update","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/pricingRouter.ts:77"
"trpc","digitalCards/providersRouter","create","digitalcards/providers.digital_cards/provider.create","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/providersRouter.ts:22"
"trpc","digitalCards/providersRouter","get","digitalcards/providers.digital_cards/provider.view","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/providersRouter.ts:18"
"trpc","digitalCards/providersRouter","list","digitalcards/providers.digital_cards/provider.list","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/providersRouter.ts:16"
"trpc","digitalCards/providersRouter","toggle","digitalcards/providers.digital_cards/provider.update","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/providersRouter.ts:56"
"trpc","digitalCards/providersRouter","update","digitalcards/providers.digital_cards/provider.update","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/providersRouter.ts:39"
"trpc","digitalCards/reversalRouter","approve","digitalcards/reversal.digital_cards/reversal.approve","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/digitalCards/reversalRouter.ts:16"
"trpc","digitalCards/reversalRouter","lossRefund","digitalcards/reversal.digital_cards/reversal.loss_refund","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: refund","SENSITIVE_ACTION","server/routers/digitalCards/reversalRouter.ts:42"
"trpc","digitalCards/reversalRouter","rejectLossRefund","digitalcards/reversal.digital_cards/reversal.reject","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: refund","SENSITIVE_ACTION","server/routers/digitalCards/reversalRouter.ts:53"
"trpc","digitalCards/reversalRouter","requestLossRefund","digitalcards/reversal.digital_cards/reversal.request_loss_refund","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: refund","SENSITIVE_ACTION","server/routers/digitalCards/reversalRouter.ts:30"
"trpc","digitalCards/reversalRouter","reversible","digitalcards/reversal.digital_cards/reversal.reversible","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/reversalRouter.ts:11"
"trpc","digitalCards/salesRouter","approveReviewResolution","digitalcards/sales.digital_cards/sale.approve","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/digitalCards/salesRouter.ts:141"
"trpc","digitalCards/salesRouter","approveWriteoff","digitalcards/sales.digital_cards/sale.approve","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/digitalCards/salesRouter.ts:164"
"trpc","digitalCards/salesRouter","cancelIntent","digitalcards/sales.digital_cards/sale.void","mutation","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/digitalCards/salesRouter.ts:106"
"trpc","digitalCards/salesRouter","claimExecution","digitalcards/sales.digital_cards/sale.claim_execution","mutation","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","MEDIUM","كتابة","","server/routers/digitalCards/salesRouter.ts:68"
"trpc","digitalCards/salesRouter","expireStale","digitalcards/sales.digital_cards/sale.expire_stale","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/salesRouter.ts:152"
"trpc","digitalCards/salesRouter","finalize","digitalcards/sales.digital_cards/sale.close","mutation","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","MEDIUM","كتابة","","server/routers/digitalCards/salesRouter.ts:177"
"trpc","digitalCards/salesRouter","getIntent","digitalcards/sales.digital_cards/sale.view","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","LOW","قراءة","","server/routers/digitalCards/salesRouter.ts:94"
"trpc","digitalCards/salesRouter","markExecution","digitalcards/sales.digital_cards/sale.mark_execution","mutation","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","MEDIUM","كتابة","","server/routers/digitalCards/salesRouter.ts:80"
"trpc","digitalCards/salesRouter","needsReview","digitalcards/sales.digital_cards/sale.needs_review","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/salesRouter.ts:113"
"trpc","digitalCards/salesRouter","prepare","digitalcards/sales.digital_cards/sale.prepare","mutation","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","MEDIUM","كتابة","","server/routers/digitalCards/salesRouter.ts:28"
"trpc","digitalCards/salesRouter","printDetails","digitalcards/sales.digital_cards/sale.print","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","HIGH","أثر خارجي: print","SENSITIVE_ACTION","server/routers/digitalCards/salesRouter.ts:204"
"trpc","digitalCards/salesRouter","recover","digitalcards/sales.digital_cards/sale.recover","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/salesRouter.ts:192"
"trpc","digitalCards/salesRouter","rejectReviewResolution","digitalcards/sales.digital_cards/sale.reject","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/digitalCards/salesRouter.ts:146"
"trpc","digitalCards/salesRouter","rejectWriteoff","digitalcards/sales.digital_cards/sale.reject","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/digitalCards/salesRouter.ts:170"
"trpc","digitalCards/salesRouter","requestReviewResolution","digitalcards/sales.digital_cards/sale.request_review_resolution","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/salesRouter.ts:127"
"trpc","digitalCards/salesRouter","requestWriteoff","digitalcards/sales.digital_cards/sale.request_writeoff","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: writeoff","SENSITIVE_ACTION","server/routers/digitalCards/salesRouter.ts:158"
"trpc","digitalCards/salesRouter","reviewDetails","digitalcards/sales.digital_cards/sale.review_details","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/salesRouter.ts:121"
"trpc","digitalCards/salesRouter","saleDetails","digitalcards/sales.digital_cards/sale.sale_details","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/salesRouter.ts:198"
"trpc","digitalCards/studentsRouter","get","digitalcards/students.digital_cards/student.view","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","LOW","قراءة","","server/routers/digitalCards/studentsRouter.ts:22"
"trpc","digitalCards/studentsRouter","resolveByPhone","digitalcards/students.digital_cards/student.resolve_by_phone","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","LOW","قراءة","","server/routers/digitalCards/studentsRouter.ts:34"
"trpc","digitalCards/studentsRouter","search","digitalcards/students.digital_cards/student.list","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","LOW","قراءة","","server/routers/digitalCards/studentsRouter.ts:11"
"trpc","digitalCards/studentsRouter","siblingCount","digitalcards/students.digital_cards/student.sibling_count","query","digitalCardsPosProcedure","module-map","digital_cards","READ","","scoped","LOW","قراءة","","server/routers/digitalCards/studentsRouter.ts:27"
"trpc","digitalCards/subscriptionsRouter","list","digitalcards/subscriptions.digital_cards/subscription.list","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/subscriptionsRouter.ts:19"
"trpc","digitalCards/walletsRouter","approveAdjustment","digitalcards/wallets.digital_cards/wallet.approve","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/digitalCards/walletsRouter.ts:116"
"trpc","digitalCards/walletsRouter","approveAndResolveVariance","digitalcards/wallets.digital_cards/wallet.approve","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/digitalCards/walletsRouter.ts:189"
"trpc","digitalCards/walletsRouter","create","digitalcards/wallets.digital_cards/wallet.create","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/walletsRouter.ts:39"
"trpc","digitalCards/walletsRouter","deposit","digitalcards/wallets.digital_cards/wallet.deposit","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/walletsRouter.ts:69"
"trpc","digitalCards/walletsRouter","get","digitalcards/wallets.digital_cards/wallet.view","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/walletsRouter.ts:30"
"trpc","digitalCards/walletsRouter","list","digitalcards/wallets.digital_cards/wallet.list","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/walletsRouter.ts:11"
"trpc","digitalCards/walletsRouter","lowBalance","digitalcards/wallets.digital_cards/wallet.low_balance","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/walletsRouter.ts:200"
"trpc","digitalCards/walletsRouter","reconcile","digitalcards/wallets.digital_cards/wallet.reconcile","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/walletsRouter.ts:147"
"trpc","digitalCards/walletsRouter","reconciliations","digitalcards/wallets.digital_cards/wallet.reconciliations","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/walletsRouter.ts:160"
"trpc","digitalCards/walletsRouter","rejectAdjustment","digitalcards/wallets.digital_cards/wallet.reject","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/digitalCards/walletsRouter.ts:122"
"trpc","digitalCards/walletsRouter","requestAdjustment","digitalcards/wallets.digital_cards/wallet.request_adjustment","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","HIGH","فعل حسّاس: adjust","SENSITIVE_ACTION","server/routers/digitalCards/walletsRouter.ts:102"
"trpc","digitalCards/walletsRouter","resolveVariance","digitalcards/wallets.digital_cards/wallet.resolve_variance","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/walletsRouter.ts:177"
"trpc","digitalCards/walletsRouter","statement","digitalcards/wallets.digital_cards/wallet.statement","query","digitalCardsAdminReadProcedure","module-gate","digital_cards","READ","manager|accountant|auditor","scoped","LOW","قراءة","","server/routers/digitalCards/walletsRouter.ts:128"
"trpc","digitalCards/walletsRouter","update","digitalcards/wallets.digital_cards/wallet.update","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/walletsRouter.ts:55"
"trpc","digitalCards/walletsRouter","withdraw","digitalcards/wallets.digital_cards/wallet.withdraw","mutation","digitalCardsManagerProcedure","module-gate","digital_cards","FULL","manager","required","MEDIUM","كتابة","","server/routers/digitalCards/walletsRouter.ts:85"
"trpc","documentDeliveryRouter","downloadPdf","sales.document_delivery.download","mutation","salesReadProcedure","module-map","sales","READ","","scoped","MEDIUM","كتابة","","server/routers/documentDeliveryRouter.ts:35"
"trpc","documentDeliveryRouter","readiness","sales.document_delivery.readiness","query","salesReadProcedure","module-map","sales","READ","","scoped","LOW","قراءة","","server/routers/documentDeliveryRouter.ts:28"
"trpc","documentDeliveryRouter","sendStatus","sales.document_delivery.send","query","salesReadProcedure","module-map","sales","READ","","scoped","LOW","قراءة","","server/routers/documentDeliveryRouter.ts:71"
"trpc","documentDeliveryRouter","sendWhatsAppPdf","sales.document_delivery.send","mutation","salesReadProcedure","module-map","sales","READ","","scoped","HIGH","فعل حسّاس: send","SENSITIVE_ACTION","server/routers/documentDeliveryRouter.ts:42"
"trpc","employeeRouter","clearance","hr.employee.clearance","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/employeeRouter.ts:111"
"trpc","employeeRouter","create","hr.employee.create","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/employeeRouter.ts:154"
"trpc","employeeRouter","createAccountFor","hr.employee.create","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/employeeRouter.ts:230"
"trpc","employeeRouter","createWithAccount","hr.employee.create","mutation","hrWrite","module-map","hr","FULL","admin","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE|HANDLER_ROLE_CHECK|ADMIN_ONLY","server/routers/employeeRouter.ts:173"
"trpc","employeeRouter","delete","hr.employee.delete","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: delete","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/employeeRouter.ts:327"
"trpc","employeeRouter","formOptions","hr.employee.form_options","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/employeeRouter.ts:152"
"trpc","employeeRouter","get","hr.employee.view","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/employeeRouter.ts:146"
"trpc","employeeRouter","linkableUsers","hr.employee.linkable_users","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/employeeRouter.ts:248"
"trpc","employeeRouter","linkAccount","hr.employee.link_account","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/employeeRouter.ts:212"
"trpc","employeeRouter","list","hr.employee.list","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/employeeRouter.ts:124"
"trpc","employeeRouter","setStatus","hr.employee.update","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/employeeRouter.ts:285"
"trpc","employeeRouter","unlinkAccount","hr.employee.unlink_account","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/employeeRouter.ts:221"
"trpc","employeeRouter","update","hr.employee.update","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/employeeRouter.ts:252"
"trpc","employeeRouter","usage","hr.employee.usage","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/employeeRouter.ts:321"
"trpc","exchangeRouter","approveDeposit","treasury.exchange.approve","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/exchangeRouter.ts:271"
"trpc","exchangeRouter","buyUsd","treasury.exchange.buy_usd","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/exchangeRouter.ts:172"
"trpc","exchangeRouter","create","treasury.exchange.create","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/exchangeRouter.ts:60"
"trpc","exchangeRouter","deposit","treasury.exchange.deposit","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/exchangeRouter.ts:118"
"trpc","exchangeRouter","get","treasury.exchange.view","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/exchangeRouter.ts:56"
"trpc","exchangeRouter","list","treasury.exchange.list","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/exchangeRouter.ts:43"
"trpc","exchangeRouter","pendingDeposits","treasury.exchange.pending_deposits","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/exchangeRouter.ts:259"
"trpc","exchangeRouter","reconcile","treasury.exchange.reconcile","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/exchangeRouter.ts:293"
"trpc","exchangeRouter","reverse","treasury.exchange.reverse","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","HIGH","فعل حسّاس: reverse","SENSITIVE_ACTION","server/routers/exchangeRouter.ts:244"
"trpc","exchangeRouter","setActive","treasury.exchange.update","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/exchangeRouter.ts:110"
"trpc","exchangeRouter","settle","treasury.exchange.update","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","HIGH","فعل حسّاس: settle","SENSITIVE_ACTION","server/routers/exchangeRouter.ts:199"
"trpc","exchangeRouter","statement","treasury.exchange.statement","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/exchangeRouter.ts:289"
"trpc","exchangeRouter","update","treasury.exchange.update","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/exchangeRouter.ts:80"
"trpc","exchangeRouter","withdraw","treasury.exchange.withdraw","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/exchangeRouter.ts:145"
"trpc","executiveRouter","commandCenter","reports.executive.command_center","query","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","LOW","قراءة","","server/routers/executiveRouter.ts:133"
"trpc","expenseRouter","accrualCorrections","treasury.expense.accrual_corrections","query","expensesReadProcedure","module-map","expenses","READ","","scoped","LOW","قراءة","","server/routers/expenseRouter.ts:222"
"trpc","expenseRouter","approve","treasury.expense.approve","mutation","ownerProcedure","owner","ownership","APPROVE","","none","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/expenseRouter.ts:381"
"trpc","expenseRouter","approveAccrualCorrection","treasury.expense.approve","mutation","ownerProcedure","owner","ownership","APPROVE","","none","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/expenseRouter.ts:254"
"trpc","expenseRouter","backfill","treasury.expense.backfill","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:146"
"trpc","expenseRouter","cancel","treasury.expense.void","mutation","expensesManagerProcedure","module-gate","expenses","FULL","manager","required","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/expenseRouter.ts:413"
"trpc","expenseRouter","create","treasury.expense.create","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:67"
"trpc","expenseRouter","create","treasury.expense.create","mutation","expensesCashierProcedure","module-gate","expenses","FULL","cashier|manager|accountant","required","MEDIUM","كتابة","","server/routers/expenseRouter.ts:289"
"trpc","expenseRouter","list","treasury.expense.list","query","expensesGlobalReadProcedure","module-map","expenses","READ","","none","LOW","قراءة","","server/routers/expenseRouter.ts:60"
"trpc","expenseRouter","list","treasury.expense.list","query","expensesReadProcedure","module-map","expenses","READ","","scoped","LOW","قراءة","","server/routers/expenseRouter.ts:170"
"trpc","expenseRouter","reject","treasury.expense.reject","mutation","ownerProcedure","owner","ownership","APPROVE","","none","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/expenseRouter.ts:392"
"trpc","expenseRouter","rejectAccrualCorrection","treasury.expense.reject","mutation","ownerProcedure","owner","ownership","APPROVE","","none","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/expenseRouter.ts:265"
"trpc","expenseRouter","requestAccrualCorrection","treasury.expense.request_accrual_correction","mutation","expensesManagerProcedure","module-gate","expenses","FULL","manager","required","MEDIUM","كتابة","","server/routers/expenseRouter.ts:231"
"trpc","expenseRouter","restoreDefaults","treasury.expense.restore_defaults","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:133"
"trpc","expenseRouter","retryAccrualCorrectionRefund","treasury.expense.retry_accrual_correction_refund","mutation","expensesManagerProcedure","module-gate","expenses","FULL","manager","required","HIGH","فعل حسّاس: refund","SENSITIVE_ACTION","server/routers/expenseRouter.ts:276"
"trpc","expenseRouter","setActive","treasury.expense.update","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:116"
"trpc","expenseRouter","trace","treasury.expense.trace","query","expensesReadProcedure","module-map","expenses","READ","","scoped","LOW","قراءة","","server/routers/expenseRouter.ts:207"
"trpc","expenseRouter","unclassifiedCount","treasury.expense.unclassified_count","query","expensesGlobalReadProcedure","module-map","expenses","READ","","none","LOW","قراءة","","server/routers/expenseRouter.ts:65"
"trpc","expenseRouter","update","treasury.expense.update","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:91"
